ts,dpid,port_no,rx_bytes,tx_bytes,rx_packets,tx_packets,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_rate,tx_rate,drop_rate,err_rate
1762486290.0323367,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486290.0323367,1,1,788,24508,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486290.0323367,1,2,12648,12298,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486290.0323367,1,3,12104,12386,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486290.0323367,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486290.0323367,3,1,12386,12104,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486290.0323367,3,2,11988,12118,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486290.0323367,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486290.0323367,2,1,886,24386,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486290.0323367,2,2,12298,12648,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486290.0323367,2,3,12118,11988,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486291.033359,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486291.033359,1,1,788,24508,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486291.033359,1,2,12648,12298,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486291.033359,1,3,12104,12386,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486291.033359,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486291.033359,3,1,12386,12104,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486291.033359,3,2,11988,12118,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486291.033359,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486291.033359,2,1,886,24386,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486291.033359,2,2,12298,12648,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486291.033359,2,3,12118,11988,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486292.0333898,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486292.0333898,2,1,6418,375740,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486292.0333898,2,2,189510,193634,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486292.0333898,2,3,190572,192226,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486292.0333898,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486292.0333898,1,1,5620,377758,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486292.0333898,1,2,194412,190472,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486292.0333898,1,3,187316,195706,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486292.0333898,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486292.0333898,3,1,195706,187316,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486292.0333898,3,2,192730,191432,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486293.0333555,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486293.0333555,2,1,6418,375740,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486293.0333555,2,2,189510,193634,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486293.0333555,2,3,190572,192226,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486293.0333555,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486293.0333555,1,1,5620,377758,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486293.0333555,1,2,194412,190472,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486293.0333555,1,3,187316,195706,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486293.0333555,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486293.0333555,3,1,195706,187316,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486293.0333555,3,2,192730,191432,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486294.0333703,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486294.0333703,2,1,9264,797610,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486294.0333703,2,2,403766,406470,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486294.0333703,2,3,401876,406388,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486294.0333703,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486294.0333703,1,1,8396,798166,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486294.0333703,1,2,406470,403766,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486294.0333703,1,3,400742,407494,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486294.0333703,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486294.0333703,3,1,407494,400742,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486294.0333703,3,2,406388,401876,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486295.0333698,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486295.0333698,2,1,9264,797610,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486295.0333698,2,2,403766,406470,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486295.0333698,2,3,401876,406388,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486295.0333698,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486295.0333698,1,1,8396,798166,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486295.0333698,1,2,406470,403766,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486295.0333698,1,3,400742,407494,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486295.0333698,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486295.0333698,3,1,407494,400742,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486295.0333698,3,2,406388,401876,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486296.0329463,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486296.0329463,2,1,11524,1222638,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486296.0329463,2,2,618732,619290,0,0,1,0,0,0,0.0,0.0,0.0,0.0
1762486296.0329463,2,3,612888,622836,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486296.0329463,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762486296.0329463,1,1,10640,1222048,0,0,0,0,0,0,0.0,0.0,0.0,0.0
