ts,dpid,port,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_rate_bps,tx_rate_bps,rx_rate_mbps,tx_rate_mbps,loss_pct,err_pct
1762798523.3333662,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798523.3333662,3,1,116,104,10304,9298,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798523.3333662,3,2,103,112,9182,9962,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798523.3333662,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798523.3333662,1,1,8,218,788,19456,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798523.3333662,1,2,117,104,10390,9246,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798523.3333662,1,3,104,116,9298,10304,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798523.3333662,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798523.3333662,2,1,10,216,984,19268,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798523.3333662,2,2,104,117,9246,10390,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798523.3333662,2,3,112,103,9962,9182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798524.3335757,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798524.3335757,3,1,116,104,10304,9298,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798524.3335757,3,2,103,112,9182,9962,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798524.3335757,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798524.3335757,1,1,8,218,788,19456,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798524.3335757,1,2,117,104,10390,9246,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798524.3335757,1,3,104,116,9298,10304,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798524.3335757,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798524.3335757,2,1,10,216,984,19268,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798524.3335757,2,2,104,117,9246,10390,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798524.3335757,2,3,112,103,9962,9182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798525.3336396,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798525.3336396,1,1,65,3977,5706,344346,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798525.3336396,1,2,2052,1991,177576,172344,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798525.3336396,1,3,1984,2076,171764,179554,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798525.3336396,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762798525.3336396,2,1,66,3967,5816,343462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
