ts,dpid,port,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_rate_bps,tx_rate_bps,rx_rate_mbps,tx_rate_mbps,loss_pct,err_pct
1762799802.1439915,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799802.1439915,1,1,9,284,874,25920,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799802.1439915,1,2,131,153,11970,13880,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799802.1439915,1,3,152,131,13834,11946,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799802.1439915,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799802.1439915,3,1,131,152,11946,13834,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799802.1439915,3,2,155,128,14114,11680,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799802.1439915,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799802.1439915,2,1,11,278,1046,25396,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799802.1439915,2,2,153,131,13880,11970,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799802.1439915,2,3,128,155,11680,14114,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799803.1443713,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799803.1443713,1,1,9,284,874,25920,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799803.1443713,1,2,131,153,11970,13880,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799803.1443713,1,3,152,131,13834,11946,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799803.1443713,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799803.1443713,3,1,131,152,11946,13834,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799803.1443713,3,2,155,128,14114,11680,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799803.1443713,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799803.1443713,2,1,11,278,1046,25396,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799803.1443713,2,2,153,131,13880,11970,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799803.1443713,2,3,128,155,11680,14114,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799804.143989,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799804.143989,1,1,68,4411,5964,381958,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799804.143989,1,2,2226,2262,192540,195846,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799804.143989,1,3,2219,2259,192186,195364,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799804.143989,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799804.143989,2,1,73,4394,6430,380336,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799804.143989,2,2,2267,2234,196276,193228,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762799804.143989,2,3,2199,2274,190202,196906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
