ts,dpid,port_no,rx_bytes,tx_bytes,rx_packets,tx_packets,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_rate,tx_rate,drop_rate,err_rate
1762715625.7829978,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715625.7829978,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715625.7829978,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715625.7829978,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715625.7829978,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715625.7829978,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715625.7829978,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715625.7829978,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715625.7829978,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715625.7829978,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715625.7829978,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715626.78299,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715626.78299,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715626.78299,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715626.78299,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715626.78299,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715626.78299,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715626.78299,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715626.78299,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715626.78299,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715626.78299,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715626.78299,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715627.782933,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715627.782933,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715627.782933,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715627.782933,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715627.782933,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715627.782933,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715627.782933,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715627.782933,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715627.782933,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715627.782933,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715627.782933,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715628.7829874,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715628.7829874,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715628.7829874,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715628.7829874,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715628.7829874,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715628.7829874,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715628.7829874,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715628.7829874,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715628.7829874,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715628.7829874,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715628.7829874,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715629.7829826,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715629.7829826,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715629.7829826,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715629.7829826,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715629.7829826,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715629.7829826,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715629.7829826,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715629.7829826,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715629.7829826,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715629.7829826,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715629.7829826,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715630.7829802,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715630.7829802,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715630.7829802,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715630.7829802,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715630.7829802,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715630.7829802,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715630.7829802,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715630.7829802,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715630.7829802,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715630.7829802,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715630.7829802,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715631.7829826,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715631.7829826,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715631.7829826,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715631.7829826,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715631.7829826,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715631.7829826,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715631.7829826,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715631.7829826,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715631.7829826,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715631.7829826,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715631.7829826,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715632.7829797,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715632.7829797,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715632.7829797,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715632.7829797,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715632.7829797,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715632.7829797,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715632.7829797,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715632.7829797,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715632.7829797,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715632.7829797,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715632.7829797,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715633.7829928,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715633.7829928,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715633.7829928,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715633.7829928,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715633.7829928,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715633.7829928,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715633.7829928,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715633.7829928,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715633.7829928,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715633.7829928,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715633.7829928,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715634.7829838,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715634.7829838,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715634.7829838,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715634.7829838,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715634.7829838,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715634.7829838,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715634.7829838,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715634.7829838,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715634.7829838,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715634.7829838,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715634.7829838,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715635.7829802,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715635.7829802,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715635.7829802,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715635.7829802,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715635.7829802,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715635.7829802,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715635.7829802,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715635.7829802,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715635.7829802,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715635.7829802,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715635.7829802,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715636.7829819,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715636.7829819,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715636.7829819,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715636.7829819,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715636.7829819,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715636.7829819,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715636.7829819,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715636.7829819,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715636.7829819,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715636.7829819,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715636.7829819,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715637.782986,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715637.782986,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715637.782986,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715637.782986,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715637.782986,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715637.782986,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715637.782986,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715637.782986,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715637.782986,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715637.782986,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715637.782986,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715638.782986,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715638.782986,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715638.782986,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715638.782986,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715638.782986,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715638.782986,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715638.782986,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715638.782986,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715638.782986,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715638.782986,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715638.782986,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715639.782981,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715639.782981,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715639.782981,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715639.782981,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715639.782981,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715639.782981,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715639.782981,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715639.782981,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715639.782981,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715639.782981,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715639.782981,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715640.7829826,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715640.7829826,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715640.7829826,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715640.7829826,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715640.7829826,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715640.7829826,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715640.7829826,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715640.7829826,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715640.7829826,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715640.7829826,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715640.7829826,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715641.7829988,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715641.7829988,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715641.7829988,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715641.7829988,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715641.7829988,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715641.7829988,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715641.7829988,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715641.7829988,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715641.7829988,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715641.7829988,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715641.7829988,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715642.7829752,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715642.7829752,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715642.7829752,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715642.7829752,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715642.7829752,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1762715642.7829752,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
