ts,dpid,port_no,rx_bytes,tx_bytes,rx_pkts,tx_pkts,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_bps,tx_bps,rx_pps,tx_pps,drop_ps,err_ps
1758572022.3201072,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572022.3201072,1,1,670,15268,7,162,0,0,0,0,5360000000.0,122144000000.0,7000000.0,162000000.0,0.0,0.0
1758572022.3201072,1,2,2008,14230,20,153,0,0,0,0,16064000000.0,113840000000.0,20000000.0,153000000.0,0.0,0.0
1758572022.3201072,1,3,8172,1464,87,16,0,0,0,0,65376000000.0,11712000000.0,87000000.0,16000000.0,0.0,0.0
1758572022.3201072,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572022.3201072,3,1,1464,8172,16,87,0,0,0,0,11712000000.0,65376000000.0,16000000.0,87000000.0,0.0,0.0
1758572022.3201072,3,2,7948,1324,88,12,0,0,0,0,63584000000.0,10592000000.0,88000000.0,12000000.0,0.0,0.0
1758572022.3201072,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572022.3201072,2,1,646,9196,7,100,0,0,0,0,5168000000.0,73568000000.0,7000000.0,100000000.0,0.0,0.0
1758572022.3201072,2,2,14230,2008,153,20,0,0,0,0,113840000000.0,16064000000.0,153000000.0,20000000.0,0.0,0.0
1758572022.3201072,2,3,1324,7948,12,88,0,0,0,0,10592000000.0,63584000000.0,12000000.0,88000000.0,0.0,0.0
1758572023.4078095,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572023.4078095,1,1,670,15268,7,162,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572023.4078095,1,2,2008,14230,20,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572023.4078095,1,3,8172,1464,87,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572023.4078095,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572023.4078095,3,1,1464,8172,16,87,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572023.4078095,3,2,7948,1324,88,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572023.4078095,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572023.4078095,2,1,646,9196,7,100,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572023.4078095,2,2,14230,2008,153,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572023.4078095,2,3,1324,7948,12,88,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572024.4800022,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572024.4800022,1,1,670,15268,7,162,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572024.4800022,1,2,2008,14230,20,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572024.4800022,1,3,8172,1464,87,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1758572024.4800022,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
