ts,dpid,port_no,rx_bytes,tx_bytes,rx_pkts,tx_pkts,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_bps,tx_bps,rx_pps,tx_pps,drop_ps,err_ps
1762473635.4891765,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762473635.4891765,1,1,408,2852,4,29,0,0,0,0,3264000000.0,22816000000.0,4000000.0,29000000.0,0.0,0.0
1762473635.4891765,1,2,1620,1066,17,11,0,0,0,0,12960000000.0,8528000000.0,17000000.0,11000000.0,0.0,0.0
1762473635.4891765,1,3,1202,1570,12,17,0,0,0,0,9616000000.0,12560000000.0,12000000.0,17000000.0,0.0,0.0
1762473635.4891765,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762473635.4891765,2,1,494,2456,5,25,0,0,0,0,3952000000.0,19648000000.0,5000000.0,25000000.0,0.0,0.0
1762473635.4891765,2,2,1066,1620,11,17,1,0,0,0,8528000000.0,12960000000.0,11000000.0,17000000.0,1000000.0,0.0
1762473635.4891765,2,3,1510,1348,16,14,0,0,0,0,12080000000.0,10784000000.0,16000000.0,14000000.0,0.0,0.0
1762473635.4891765,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762473635.4891765,3,1,1570,1202,17,12,1,0,0,0,12560000000.0,9616000000.0,17000000.0,12000000.0,1000000.0,0.0
1762473635.4891765,3,2,1348,1510,14,16,1,0,0,0,10784000000.0,12080000000.0,14000000.0,16000000.0,1000000.0,0.0
1762473639.5002756,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762473639.5002756,3,1,310550,307924,3591,3555,1,0,0,0,616250.0447646423,611746.5409744986,891.0275988691951,883.2990438706095,0.0,0.0
1762473639.5002756,3,2,312914,306162,3613,3540,1,0,0,0,621407.7333391822,607617.9967558994,897.2603045132158,878.5621875811538,0.0,0.0
1762473639.5002756,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762473639.5002756,2,1,7916,609512,90,7041,0,0,0,0,14802.925212774855,1210752.434379716,21.191199189670282,1749.1465119379611,0.0,0.0
1762473639.5002756,2,2,310426,309600,3585,3579,1,0,0,0,617007.9417709551,614255.5789585556,891.0275988691951,888.0359001600652,0.0,0.0
1762473639.5002756,2,3,306162,312914,3540,3613,0,0,0,0,607617.9967558994,621407.7333391822,878.5621875811538,897.2603045132158,0.0,0.0
1762473639.5002756,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762473639.5002756,1,1,7242,610266,83,7048,0,0,0,0,13630.179318795925,1211466.453138295,19.695349835105322,1749.8944366152436,0.0,0.0
1762473639.5002756,1,2,309600,310426,3579,3585,0,0,0,0,614255.5789585556,617007.9417709551,888.0359001600652,891.0275988691951,0.0,0.0
