ts,dpid,port_no,rx_bytes,tx_bytes,rx_pkts,tx_pkts,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_bps,tx_bps,rx_pps,tx_pps,drop_ps,err_ps
1762460385.1729887,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762460385.1729887,1,1,408,4294,4,46,0,0,0,0,3264000000.0,34352000000.0,4000000.0,46000000.0,0.0,0.0
1762460385.1729887,1,2,2288,2216,25,24,0,0,0,0,18304000000.0,17728000000.0,25000000.0,24000000.0,0.0,0.0
1762460385.1729887,1,3,2152,2086,23,23,0,0,0,0,17216000000.0,16688000000.0,23000000.0,23000000.0,0.0,0.0
1762460385.1729887,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762460385.1729887,2,1,494,4298,5,46,0,0,0,0,3952000000.0,34384000000.0,5000000.0,46000000.0,0.0,0.0
1762460385.1729887,2,2,2216,2288,24,25,1,0,0,0,17728000000.0,18304000000.0,24000000.0,25000000.0,1000000.0,0.0
1762460385.1729887,2,3,2112,2322,23,25,0,0,0,0,16896000000.0,18576000000.0,23000000.0,25000000.0,0.0,0.0
1762460385.1729887,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762460385.1729887,3,1,2086,2152,23,23,1,0,0,0,16688000000.0,17216000000.0,23000000.0,23000000.0,1000000.0,0.0
1762460385.1729887,3,2,2322,2112,25,23,1,0,0,0,18576000000.0,16896000000.0,25000000.0,23000000.0,1000000.0,0.0
1762460387.1819139,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762460387.1819139,1,1,2832,177656,32,2029,0,0,0,0,9652.922868777194,690367.1676472574,13.937801171914266,987.0949901394996,0.0,0.0
1762460387.1819139,1,2,92898,87440,1064,998,0,0,0,0,360829.761196329,339381.47630720615,517.1919792006759,484.8363693373034,0.0,0.0
1762460387.1819139,1,3,88296,93798,1007,1075,0,0,0,0,343045.12690096645,365218.1774510289,489.81415547012995,523.6631011733502,0.0,0.0
1762460387.1819139,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762460387.1819139,2,1,4428,178146,50,2036,0,0,0,0,15666.088517231636,692302.5308957004,22.400037597719358,990.5794404324782,0.0,0.0
1762460387.1819139,2,2,88476,92898,1010,1064,1,0,0,0,343507.06545409275,360829.761196329,490.8097126966952,517.1919792006759,0.0,0.0
1762460387.1819139,2,3,92096,90682,1055,1035,0,0,0,0,358336.88590100955,351869.7461572413,513.7075289076972,502.7563994154789,0.0,0.0
1762460387.1819139,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762460387.1819139,3,1,93798,89664,1075,1023,1,0,0,0,365218.1774510289,348492.81604473176,523.6631011733502,497.7786132826524,0.0,0.0
1762460387.1819139,3,2,90682,92096,1035,1055,1,0,0,0,351869.7461572413,358336.88590100955,502.7563994154789,513.7075289076972,0.0,0.0
1762460389.1887805,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762460389.1887805,3,1,323278,315216,3739,3641,1,0,0,0,914779.2456514825,899121.0058182987,1327.4424298498504,1304.5211266317224,0.0,0.0
1762460389.1887805,3,2,319666,319348,3693,3693,1,0,0,0,912802.0341043188,905897.7389436583,1324.452694647486,1314.4869106396043,0.0,0.0
1762460389.1887805,1,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762460389.1887805,1,1,6726,630692,77,7287,0,0,0,0,15522.70517067663,1805943.5695178884,22.423014017733962,2620.0046156721146,0.0,0.0
1762460389.1887805,1,2,322868,316826,3733,3661,0,0,0,0,916732.5393170273,914404.5321727862,1329.9338758518209,1326.9441406494564,0.0,0.0
1762460389.1887805,1,3,315216,323278,3641,3739,0,0,0,0,904574.2828274117,914779.2456514825,1312.493753838028,1327.4424298498504,0.0,0.0
1762460389.1887805,2,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762460389.1887805,2,1,8432,628238,96,7260,0,0,0,0,15961.199667023428,1794207.862270207,22.92130321812805,2603.0627828587158,0.0,0.0
1762460389.1887805,2,2,316826,322868,3661,3733,1,0,0,0,910274.71127992,916732.5393170273,1320.9646702447274,1329.9338758518209,0.0,0.0
1762460389.1887805,2,3,319348,319666,3693,3693,0,0,0,0,905897.7389436583,912802.0341043188,1314.4869106396043,1324.452694647486,0.0,0.0
1762460391.1994212,3,4294967294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1762460391.1994212,3,1,556962,548180,6457,6349,1,0,0,0,929789.2324974108,926924.4739029065,1351.8079617817023,1346.8344225551325,0.0,0.0
1762460391.1994212,3,2,552294,553008,6397,6411,1,0,0,0,925587.5865588046,929693.7405442607,1344.8450068645045,1351.8079617817023,0.0,0.0
